# name, t50, t90, fluence, fluence_batse, flux_256, flux_batse_1024, pflx_best_fitting_model, pflx_best_model_redchisq
GRB110412315, 6.912, 20.733, 2.55E-06, 1.48E-06, 3.6961, 0.7993, pflx_plaw, 0.926
GRB140705539, 12.288, 26.88, 3.18E-06, 1.71E-06, 2.9542, 0.7979, pflx_plaw, 0.997
GRB140112060, 6.656, 12.032, 1.60E-06, 9.08E-07, 2.7867, 0.7956, pflx_plaw, 1.008
GRB110117364, 41.472, 72.448, 2.56E-06, 1.68E-06, 2.3981, 0.7956, pflx_plaw, 1.036
GRB150724398, 11.008, 37.376, 2.63E-06, 1.34E-06, 3.4237, 0.7951, pflx_plaw, 1.005
GRB150423285, 4.608, 14.336, 1.26E-06, 6.45E-07, 3.6951, 0.7951, pflx_plaw, 0.903
GRB090823133, 42.177, 63.361, 2.54E-06, 1.43E-06, 3.1262, 0.795, pflx_plaw, 1.044
GRB141208038, 7.424, 14.336, 1.77E-06, 9.78E-07, 3.5964, 0.7942, pflx_plaw, 0.926
GRB120121101, 6.144, 18.432, 1.95E-06, 1.13E-06, 3.5955, 0.7922, pflx_plaw, 1.046
GRB111208353, 11.264, 40.961, 3.26E-06, 2.06E-06, 2.7476, 0.7893, pflx_plaw, 0.982
GRB111010237, 27.648, 82.433, 1.10E-05, 4.99E-06, 3.6325, 0.7878, pflx_plaw, 1.021
GRB090917661, 15.36, 26.624, 1.08E-06, 5.84E-07, 3.3603, 0.7874, pflx_plaw, 1.061
GRB081109293, 17.408, 58.369, 6.55E-06, 3.39E-06, 3.2399, 0.7858, pflx_plaw, 1.044
GRB101202154, 9.984, 18.432, 1.41E-06, 6.98E-07, 6.7617, 0.7855, pflx_plaw, 1.032
GRB081022364, 5.376, 17.152, 1.16E-06, 7.17E-07, 2.8348, 0.7852, pflx_plaw, 1.053
GRB120212383, 3.584, 9.216, 1.15E-06, 5.80E-07, 3.9797, 0.785, pflx_plaw, 0.997
GRB110311812, 2.816, 6.4, 1.12E-06, 5.31E-07, 3.909, 0.7847, pflx_plaw, 0.915
GRB110322558, 23.296, 36.097, 3.56E-06, 1.98E-06, 3.4146, 0.7837, pflx_plaw, 1.017
GRB090426066, 4.096, 16.128, 6.77E-07, 3.75E-07, 2.6292, 0.7832, pflx_plaw, 1.026
GRB150628767, 0.32, 0.64, 2.65E-07, 1.58E-07, 3.2544, 0.7806, pflx_plaw, 1.04
GRB101224998, 7.424, 18.688, 1.36E-06, 8.74E-07, 3.3693, 0.7806, pflx_comp, 1.078
GRB160221993, 4.608, 11.52, 1.75E-06, 8.65E-07, 5.4101, 0.7805, pflx_plaw, 1.103
GRB150613420, 11.776, 27.392, 2.61E-06, 1.36E-06, 3.9022, 0.7799, pflx_plaw, 0.993
GRB131211510, 11.008, 44.8, 4.51E-06, 2.24E-06, 4.7579, 0.7794, pflx_plaw, 1.054
GRB100725475, 124.93, 146.434, 4.69E-06, 2.18E-06, 4.7994, 0.7794, pflx_plaw, 0.926
GRB150908408, 24.32, 60.928, 3.49E-06, 2.12E-06, 3.552, 0.7775, pflx_plaw, 0.853
GRB100201588, 74.241, 122.114, 1.07E-05, 5.41E-06, 3.8065, 0.7771, pflx_plaw, 0.868
GRB080912360, 5.114, 16.384, 2.13E-06, 1.10E-06, 3.0076, 0.7759, pflx_plaw, 0.961
GRB090126227, 2.816, 5.632, 1.10E-06, 4.92E-07, 4.485, 0.7711, pflx_plaw, 1.051
GRB090704242, 32.257, 69.889, 8.48E-06, 4.17E-06, 3.5829, 0.7702, pflx_plaw, 0.909
GRB140526449, 40.448, 79.104, 6.79E-06, 3.81E-06, 4.2983, 0.7699, pflx_plaw, 0.913
GRB150506972, 0.192, 0.384, 3.13E-07, 1.43E-07, 4.1959, 0.7684, pflx_plaw, 1.117
GRB121028280, 3.328, 11.008, 9.98E-07, 5.75E-07, 3.4724, 0.7648, pflx_comp, 0.997
GRB080828189, 1.28, 3.008, 4.11E-07, 3.05E-07, 2.8393, 0.7644, pflx_plaw, 1.054
GRB080804456, 450.629, 501.83, 8.00E-06, 4.42E-06, 2.8021, 0.7637, pflx_plaw, 1.049
GRB110625579, 9.984, 35.584, 3.52E-06, 2.05E-06, 3.4061, 0.7629, pflx_plaw, 1.017
GRB100715477, 5.632, 14.848, 2.55E-06, 1.44E-06, 3.216, 0.7615, pflx_plaw, 1.095
GRB100616773, 0.128, 0.192, 2.76E-07, 1.37E-07, 5.2745, 0.7613, pflx_plaw, 0.993
GRB110207470, 20.48, 37.888, 2.49E-06, 1.40E-06, 5.148, 0.7594, pflx_plaw, 1.07
GRB120919816, 6.656, 20.48, 1.14E-06, 6.06E-07, 4.4553, 0.7573, pflx_plaw, 1.03
GRB100831651, 18.944, 40.193, 2.93E-06, 1.64E-06, 3.7573, 0.7557, pflx_plaw, 1.09
GRB111010899, 3.328, 18.56, 9.59E-07, 5.89E-07, 3.167, 0.755, pflx_plaw, 1.048
GRB080806584, 0.96, 2.304, 4.31E-07, 2.38E-07, 2.8419, 0.7549, pflx_plaw, 1.009
GRB100424729, 83.201, 175.107, 7.41E-06, 3.97E-06, 3.9275, 0.7542, pflx_plaw, 1.023
GRB120715066, 14.08, 29.696, 2.20E-06, 1.13E-06, 3.5641, 0.7529, pflx_plaw, 1.218
GRB081229187, 0.256, 0.768, 1.06E-06, 2.81E-07, 4.4371, 0.7525, pflx_plaw, 1.05
GRB091223191, 0.192, 0.576, 2.79E-07, 1.56E-07, 3.1703, 0.7525, pflx_plaw, 1.037
GRB141112539, 229.379, 335.876, 2.16E-05, 1.17E-05, 2.9338, 0.7521, pflx_plaw, 0.919
GRB081226156, 41.473, 65.793, 3.95E-06, 1.60E-06, 4.8442, 0.7506, pflx_plaw, 0.979
GRB120513531, 9.984, 23.808, 1.31E-06, 6.68E-07, 2.943, 0.7504, pflx_plaw, 1.049
GRB131230808, 14.848, 49.152, 4.11E-06, 2.21E-06, 3.2432, 0.7502, pflx_plaw, 1.039
GRB091026485, 1.536, 3.328, 5.67E-07, 3.15E-07, 3.8812, 0.7483, pflx_plaw, 1.014
GRB151009949, 8.192, 18.944, 1.43E-06, 6.96E-07, 4.807, 0.7452, pflx_plaw, 1.029
GRB110818860, 28.928, 67.073, 5.15E-06, 2.78E-06, 3.8812, 0.7446, pflx_plaw, 0.924
GRB140502354, 6.336, 20.096, 2.11E-06, 1.14E-06, 2.4088, 0.7445, pflx_plaw, 1
GRB140727748, 9.984, 13.824, 1.32E-06, 8.05E-07, 4.5298, 0.7418, pflx_plaw, 0.929
GRB140402007, 0.128, 0.32, 2.84E-07, 1.53E-07, 3.8094, 0.7413, pflx_plaw, 1.199
GRB110820476, 2.816, 11.264, 7.98E-07, 4.42E-07, 3.5153, 0.7409, pflx_plaw, 1.074
GRB111114233, 9.216, 22.016, 1.11E-06, 6.04E-07, 3.4244, 0.7407, pflx_plaw, 1.029
GRB090703329, 3.072, 8.96, 8.46E-07, 4.51E-07, 3.076, 0.7391, pflx_plaw, 1.05
GRB131024900, 26.112, 45.312, 1.33E-06, 7.50E-07, 2.447, 0.7384, pflx_plaw, 1.055
GRB090418816, 0.256, 0.32, 1.82E-07, 9.99E-08, 3.5968, 0.738, pflx_plaw, 1.071
GRB130114019, 4.608, 8.704, 1.11E-06, 4.42E-07, 4.1146, 0.7379, pflx_plaw, 1.051
GRB090606471, 5.568, 8.064, 9.46E-07, 5.60E-07, 2.5052, 0.7374, pflx_plaw, 0.834
GRB100413732, 96.258, 179.651, 1.05E-05, 6.18E-06, 2.8694, 0.7372, pflx_plaw, 0.928
GRB100126460, 9.088, 10.624, 1.03E-06, 5.31E-07, 3.1555, 0.7354, pflx_plaw, 1.069
GRB090811696, 12.8, 14.848, 1.05E-06, 4.59E-07, 3.4555, 0.7352, pflx_plaw, 1.039
GRB090320418, 2.624, 7.936, 1.00E-06, 4.96E-07, 2.1502, 0.735, pflx_plaw, 1.081
GRB120703498, 34.304, 77.568, 2.60E-06, 1.54E-06, 3.9509, 0.7347, pflx_plaw, 1.024
GRB130206817, 46.849, 91.585, 2.57E-06, 1.53E-06, 3.9748, 0.7323, pflx_plaw, 1.019
GRB101021063, 0.768, 1.536, 2.93E-07, 1.91E-07, 3.11, 0.7282, pflx_plaw, 1.095
GRB090927422, 0.32, 0.512, 3.03E-07, 1.24E-07, 5.4156, 0.7279, pflx_plaw, 0.945
GRB141206254, 2.048, 4.608, 5.37E-07, 3.17E-07, 2.6927, 0.7278, pflx_plaw, 1.017
GRB140408553, 3.072, 7.68, 6.57E-07, 4.06E-07, 3.11, 0.7276, pflx_plaw, 0.88
GRB141226880, 15.872, 38.656, 3.21E-06, 1.80E-06, 2.0892, 0.7263, pflx_plaw, 0.957
GRB151210041, 25.344, 37.633, 3.45E-06, 1.71E-06, 3.0078, 0.7258, pflx_comp, 0.949
GRB090912660, 88.257, 147.651, 1.04E-05, 5.66E-06, 2.7445, 0.7258, pflx_plaw, 0.922
GRB120212353, 0.48, 0.864, 5.09E-08, 3.47E-08, 3.0042, 0.7224, pflx_plaw, 0.951
GRB110520302, 5.376, 12.288, 1.04E-06, 5.76E-07, 3.4447, 0.722, pflx_plaw, 0.935
GRB080808451, 2.048, 4.352, 7.10E-07, 4.11E-07, 2.3255, 0.7209, pflx_plaw, 1.003
GRB120118709, 10.752, 37.825, 2.66E-06, 1.27E-06, 4.0785, 0.7201, pflx_plaw, 1.126
GRB140706815, 23.04, 43.776, 2.49E-06, 1.32E-06, 3.9144, 0.7194, pflx_plaw, 0.961
GRB110205588, 138.24, 158.72, 4.21E-06, 2.20E-06, 5.3693, 0.7188, pflx_plaw, 0.977
GRB151126293, 3.328, 8.448, 9.61E-07, 5.33E-07, 3.8563, 0.7142, pflx_plaw, 1.085
GRB150705588, 0.128, 0.704, 2.07E-07, 1.22E-07, 6.4751, 0.7132, pflx_plaw, 0.87
GRB130420539, 4.864, 13.824, 1.60E-06, 8.76E-07, 2.6916, 0.7126, pflx_plaw, 0.995
GRB100330856, 1.024, 5.12, 6.20E-07, 3.07E-07, 3.1748, 0.7116, pflx_plaw, 1.051
GRB110410772, 3.84, 8.064, 9.52E-07, 4.66E-07, 4.5622, 0.7113, pflx_plaw, 1.152
GRB090405663, 0.192, 0.448, 2.54E-07, 1.43E-07, 3.9131, 0.7108, pflx_plaw, 0.982
GRB100802240, 11.008, 28.672, 1.20E-06, 6.67E-07, 2.1396, 0.7096, pflx_plaw, 1.086
GRB090621447, 16.896, 26.112, 1.57E-06, 8.38E-07, 3.7492, 0.7088, pflx_plaw, 1.055
GRB100204858, 0.256, 1.92, 3.15E-07, 1.71E-07, 2.7376, 0.7081, pflx_plaw, 0.825
GRB151228129, 0.192, 0.256, 4.63E-07, 1.49E-07, 6.8352, 0.708, pflx_comp, 1.012
GRB091006360, 0.064, 0.192, 1.14E-07, 7.82E-08, 4.8667, 0.7063, pflx_plaw, 1.018
GRB120819048, 59.392, 66.304, 1.33E-06, 7.43E-07, 3.2262, 0.7056, pflx_plaw, 1.117
GRB090824918, 34.816, 59.905, 3.65E-06, 1.77E-06, 5.1758, 0.7034, pflx_plaw, 0.923
GRB140516700, 19.712, 38.144, 2.64E-06, 1.61E-06, 2.5046, 0.7027, pflx_plaw, 1.071
GRB100216422, 0.128, 0.192, 3.88E-07, 1.50E-07, 4.868, 0.7012, pflx_plaw, 1.079
GRB120426585, 13.824, 30.973, 3.66E-06, 2.13E-06, 3.3976, 0.7011, pflx_plaw, 0.991
GRB081024851, 24.32, 56.065, 6.27E-06, 3.44E-06, 3.1217, 0.7004, pflx_plaw, 0.978
GRB140906175, 8.445, 37.633, 1.55E-06, 8.66E-07, 3.5741, 0.6981, pflx_plaw, 0.897
GRB101010190, 49.665, 65.025, 1.55E-06, 9.31E-07, 3.0123, 0.6974, pflx_plaw, 1.044
GRB110409179, 0.128, 0.128, 3.28E-07, 1.55E-07, 5.4632, 0.6974, pflx_comp, 1.06
GRB140219824, 46.848, 77.056, 2.84E-06, 1.48E-06, 4.5104, 0.6966, pflx_plaw, 1.003
GRB081017474, 8.448, 28.416, 1.39E-06, 7.33E-07, 3.9987, 0.695, pflx_plaw, 1.252
GRB110226989, 6.4, 14.08, 1.90E-06, 1.06E-06, 3.5227, 0.6945, pflx_plaw, 0.945
GRB100111176, 6.784, 19.52, 1.15E-06, 6.01E-07, 4.0432, 0.6937, pflx_plaw, 0.992
GRB130318456, 112.64, 121.088, 3.20E-06, 1.58E-06, 5.6109, 0.693, pflx_plaw, 0.946
GRB120224898, 12.288, 29.184, 2.60E-06, 1.43E-06, 3.1421, 0.6927, pflx_plaw, 1.065
GRB130730243, 7.68, 27.904, 2.12E-06, 1.04E-06, 5.0057, 0.6924, pflx_plaw, 1.051
GRB151205657, 19.456, 56.32, 1.84E-06, 1.02E-06, 2.5421, 0.6907, pflx_plaw, 0.98
GRB150214293, 0.128, 0.192, 2.37E-07, 1.29E-07, 4.7099, 0.6907, pflx_plaw, 0.864
GRB131204937, 17.408, 29.952, 1.65E-06, 9.47E-07, 3.6065, 0.6904, pflx_plaw, 0.902
GRB100221368, 8.96, 23.552, 1.83E-06, 1.05E-06, 2.5446, 0.6867, pflx_plaw, 1.096
GRB080723913, 0.064, 0.192, 1.34E-07, 7.45E-08, 4.1252, 0.6865, pflx_plaw, 1.027
GRB100902990, 8.704, 22.272, 2.11E-06, 1.13E-06, 3.2649, 0.6862, pflx_plaw, 0.999
GRB120604343, 5.632, 12.032, 1.51E-06, 8.62E-07, 3.3639, 0.6861, pflx_plaw, 1.071
GRB130623130, 28.416, 29.44, 9.45E-07, 5.48E-07, 3.4096, 0.6853, pflx_plaw, 1.024
GRB160326062, 6.4, 19.456, 1.85E-06, 8.95E-07, 4.2641, 0.6846, pflx_plaw, 0.99
GRB160316139, 6.4, 17.152, 1.91E-06, 1.15E-06, 3.1725, 0.6844, pflx_plaw, 1.15
GRB131127696, 3.84, 15.104, 1.22E-06, 6.70E-07, 3.3004, 0.6832, pflx_plaw, 1.126
GRB131002288, 30.976, 55.04, 1.20E-06, 6.71E-07, 7.1258, 0.6824, pflx_plaw, 0.927
GRB101219686, 21.824, 51.009, 3.99E-06, 2.49E-06, 2.595, 0.6811, pflx_plaw, 1.086
GRB090219074, 0.256, 0.448, 2.12E-07, 9.30E-08, 6.8791, 0.6806, pflx_plaw, 1.169
GRB110529811, 14.08, 34.816, 3.33E-06, 1.95E-06, 2.9771, 0.6792, pflx_plaw, 0.989
GRB110921444, 83.969, 149.507, 5.90E-06, 3.48E-06, 2.7256, 0.6789, pflx_plaw, 0.953
GRB121005340, 98.048, 141.568, 5.17E-06, 2.92E-06, 3.2776, 0.6789, pflx_plaw, 0.99
GRB100301068, 0.064, 0.96, 2.84E-07, 1.41E-07, 4.6188, 0.6771, pflx_comp, 0.92
GRB110128073, 4.608, 12.16, 1.43E-06, 7.76E-07, 2.314, 0.677, pflx_plaw, 0.917
GRB120205285, 0.32, 0.576, 1.11E-07, 1.37E-07, 1.9578, 0.6741, pflx_plaw, 1.051
GRB110825265, 26.048, 51.073, 2.18E-06, 1.19E-06, 2.1811, 0.6736, pflx_plaw, 1.121
GRB090909854, 0.384, 1.152, 1.57E-07, 1.03E-07, 3.4547, 0.6733, pflx_plaw, 0.879
GRB130919352, 39.937, 80.897, 4.68E-06, 2.55E-06, 2.899, 0.6708, pflx_plaw, 1.014
GRB090608052, 6.144, 21.504, 1.24E-06, 6.16E-07, 2.9948, 0.6705, pflx_plaw, 1.042
GRB120820585, 33.025, 107.522, 6.98E-06, 3.85E-06, 11.9885, 0.6655, pflx_plaw, 0.955
GRB131029990, 19.2, 50.944, 4.49E-06, 2.44E-06, 2.4407, 0.6627, pflx_plaw, 0.996
GRB110828575, 12.288, 44.673, 2.72E-06, 1.39E-06, 2.9887, 0.6595, pflx_plaw, 1.044
GRB090819607, 0.064, 0.192, 2.72E-07, 1.36E-07, 4.3716, 0.6547, pflx_plaw, 0.891
GRB130304658, 9.984, 23.296, 1.62E-06, 9.58E-07, 3.3552, 0.6543, pflx_plaw, 0.984
GRB141113346, 0.32, 0.448, 1.47E-07, 1.12E-07, 2.8756, 0.6543, pflx_plaw, 0.886
GRB160131116, 7.168, 34.816, 1.77E-06, 9.41E-07, 3.509, 0.6518, pflx_plaw, 1.126
GRB101011707, 22.528, 36.352, 2.71E-06, 1.45E-06, 4.9504, 0.6516, pflx_comp, 1.02
GRB130609129, 2.56, 5.376, 1.06E-06, 4.56E-07, 3.6256, 0.6515, pflx_plaw, 0.976
GRB151111356, 21.248, 46.336, 2.21E-06, 1.26E-06, 1.8385, 0.6507, pflx_plaw, 0.989
GRB150922718, 4.096, 15.872, 1.18E-06, 6.30E-07, 1.8072, 0.6497, pflx_plaw, 0.974
GRB160226913, 52.736, 105.472, 4.97E-06, 2.71E-06, 2.5543, 0.6487, pflx_plaw, 0.998
GRB151229486, 0.064, 0.16, 1.46E-07, 7.99E-08, 3.9585, 0.6483, pflx_plaw, 0.942
GRB091224373, 0.384, 0.768, 3.44E-07, 1.41E-07, 3.4723, 0.6483, pflx_plaw, 0.959
GRB150522433, 23.808, 43.776, 2.29E-06, 1.29E-06, 3.2932, 0.6458, pflx_plaw, 0.976
GRB120105584, 6.4, 22.528, 1.47E-06, 7.70E-07, 3.5385, 0.6454, pflx_plaw, 0.925
GRB120913846, 22.272, 33.792, 1.56E-06, 7.87E-07, 5.2368, 0.6447, pflx_plaw, 0.982
GRB141230871, 0.096, 0.224, 1.48E-07, 9.21E-08, 5.0788, 0.643, pflx_plaw, 0.931
GRB110609425, 15.36, 33.024, 2.35E-06, 1.19E-06, 3.6584, 0.642, pflx_plaw, 1.042
GRB100101028, 1.344, 2.816, 1.19E-06, 2.50E-07, 3.4592, 0.6415, pflx_plaw, 0.984
GRB080927480, 11.52, 45.313, 2.96E-06, 1.67E-06, 3.3821, 0.6415, pflx_plaw, 0.935
GRB121011469, 18.176, 65.793, 3.98E-06, 2.33E-06, 2.696, 0.6401, pflx_plaw, 1.083
GRB100219026, 26.88, 59.712, 3.48E-06, 1.74E-06, 3.2926, 0.6396, pflx_plaw, 0.999
GRB130717734, 40.96, 55.296, 1.87E-06, 9.53E-07, 2.6068, 0.637, pflx_plaw, 1.055
GRB081225257, 14.592, 41.217, 6.75E-06, 2.35E-06, 2.7259, 0.6364, pflx_plaw, 0.964
GRB140113624, 2.048, 4.608, 5.70E-07, 2.80E-07, 4.3642, 0.634, pflx_plaw, 1.118
GRB140404030, 70.656, 84.992, 1.92E-06, 1.15E-06, 2.872, 0.6326, pflx_plaw, 0.994
GRB150520893, 3.072, 15.616, 9.39E-07, 4.67E-07, 4.098, 0.6315, pflx_plaw, 0.867
GRB140422194, 311.296, 361.472, 4.78E-06, 2.21E-06, 3.0152, 0.6313, pflx_plaw, 1.161
GRB101208203, 0.192, 0.192, 3.10E-07, 1.08E-07, 4.1192, 0.6312, pflx_plaw, 1.025
GRB130830921, 11.264, 36.352, 1.44E-06, 8.01E-07, 3.0534, 0.6311, pflx_plaw, 0.866
GRB090427688, 6.4, 12.288, 1.62E-06, 9.36E-07, 3.588, 0.626, pflx_plaw, 1.072
GRB100107074, 0.032, 0.576, 1.68E-07, 9.05E-08, 3.1073, 0.6259, pflx_plaw, 1.101
GRB120130906, 2.048, 3.584, 5.25E-07, 3.27E-07, 3.1259, 0.6253, pflx_plaw, 0.911
GRB100417789, 15.552, 52.545, 1.36E-06, 8.95E-07, 2.184, 0.6236, pflx_plaw, 1.055
GRB140628704, 68.096, 75.52, 1.82E-06, 9.98E-07, 4.2074, 0.6227, pflx_plaw, 0.996
GRB150522944, 0.256, 1.024, 2.13E-07, 1.12E-07, 4.0285, 0.6174, pflx_plaw, 0.96
GRB121112806, 0.384, 1.28, 2.23E-07, 1.25E-07, 2.43, 0.6168, pflx_plaw, 0.963
GRB100411516, 0.448, 0.512, 2.14E-07, 1.15E-07, 2.5928, 0.6158, pflx_plaw, 0.923
GRB111105457, 33.024, 43.52, 1.68E-06, 9.71E-07, 3.5454, 0.6158, pflx_plaw, 1.015
GRB111022854, 0.128, 0.192, 1.26E-07, 9.90E-08, 3.8778, 0.6156, pflx_plaw, 1.096
GRB090328713, 0.128, 0.192, 1.19E-07, 7.15E-08, 8.1721, 0.6145, pflx_comp, 1.118
GRB150824125, 8.192, 32.768, 1.28E-06, 6.79E-07, 2.3439, 0.6143, pflx_plaw, 1.033
GRB150508945, 100.096, 113.92, 2.89E-06, 1.44E-06, 4.4954, 0.6141, pflx_plaw, 0.91
GRB111018785, 13.824, 29.697, 1.76E-06, 9.38E-07, 2.153, 0.6124, pflx_plaw, 0.967
GRB140427702, 4.608, 13.312, 5.37E-07, 2.74E-07, 3.8631, 0.6075, pflx_plaw, 0.999
GRB090706283, 59.137, 119.81, 7.47E-06, 3.15E-06, 4.1539, 0.6072, pflx_plaw, 1.17
GRB150923297, 0.064, 0.192, 1.10E-07, 6.72E-08, 4.2065, 0.6069, pflx_plaw, 0.975
GRB150815604, 7.936, 24.576, 2.25E-06, 1.44E-06, 2.2287, 0.6058, pflx_plaw, 0.98
GRB111024896, 1.024, 1.792, 2.32E-07, 1.23E-07, 4.5072, 0.6045, pflx_plaw, 1.129
GRB131030653, 27.136, 53.248, 1.65E-06, 9.33E-07, 2.9321, 0.6028, pflx_plaw, 1.083
GRB090228976, 3.584, 7.936, 9.64E-07, 5.42E-07, 2.9639, 0.6025, pflx_plaw, 1.081
GRB121125469, 4.416, 12.864, 8.57E-07, 4.80E-07, 3.0789, 0.6017, pflx_plaw, 0.948
GRB130208684, 30.208, 41.472, 2.25E-06, 1.36E-06, 2.7535, 0.6004, pflx_plaw, 1.086
GRB140712706, 16.384, 26.624, 2.11E-06, 1.12E-06, 2.6402, 0.5999, pflx_plaw, 1.007
GRB141110232, 19.968, 36.608, 2.43E-06, 1.39E-06, 2.3993, 0.5992, pflx_plaw, 1.075
GRB150712846, 15.36, 59.648, 2.45E-06, 1.35E-06, 2.92, 0.5989, pflx_plaw, 0.91
GRB160119072, 7.936, 23.296, 7.53E-07, 3.67E-07, 1.8832, 0.5989, pflx_plaw, 1.102
GRB140426515, 14.784, 37.568, 2.28E-06, 1.20E-06, 2.2925, 0.5986, pflx_plaw, 1.018
GRB130831058, 13.824, 24.832, 2.13E-06, 1.14E-06, 2.583, 0.5986, pflx_plaw, 1.006
GRB100318611, 7.168, 18.432, 1.90E-06, 9.50E-07, 3.4214, 0.5924, pflx_plaw, 0.975
GRB091215234, 2.304, 4.352, 9.87E-07, 4.38E-07, 4.14, 0.5902, pflx_plaw, 1.006
GRB130307238, 26.88, 63.488, 3.97E-06, 2.17E-06, 3.4503, 0.5897, pflx_plaw, 1.087
GRB150226948, 12.288, 32.768, 8.42E-07, 4.73E-07, 1.8827, 0.5897, pflx_plaw, 0.967
GRB100417166, 0.128, 0.192, 3.31E-07, 1.75E-07, 4.0926, 0.589, pflx_plaw, 0.914
GRB110509142, 20.992, 68.864, 3.76E-06, 2.14E-06, 3.5953, 0.588, pflx_plaw, 0.996
GRB090625234, 7.232, 14.336, 1.35E-06, 8.37E-07, 2.1052, 0.5878, pflx_plaw, 0.998
GRB090610723, 100.096, 144.896, 3.96E-06, 2.23E-06, 3.009, 0.5859, pflx_plaw, 1.029
GRB110420946, 0.064, 0.128, 2.44E-07, 1.06E-07, 4.8576, 0.5836, pflx_comp, 0.948
GRB121231445, 13.312, 32.768, 2.94E-06, 1.54E-06, 3.7857, 0.5834, pflx_plaw, 0.969
GRB120114681, 11.264, 43.264, 2.39E-06, 1.30E-06, 3.3626, 0.5829, pflx_plaw, 1.017
GRB140720280, 5.376, 9.984, 1.88E-06, 1.02E-06, 1.6946, 0.5822, pflx_plaw, 0.873
GRB080905705, 78.336, 105.984, 2.91E-06, 1.61E-06, 3.301, 0.5815, pflx_plaw, 0.991
GRB100718796, 12.544, 38.656, 2.53E-06, 1.40E-06, 3.3583, 0.5813, pflx_plaw, 1.037
GRB121211574, 2.048, 5.632, 6.41E-07, 3.69E-07, 2.995, 0.5809, pflx_plaw, 0.935
GRB081101167, 4.096, 9.984, 1.39E-06, 7.26E-07, 2.3938, 0.58, pflx_plaw, 1.06
GRB110319628, 7.924, 15.336, 1.56E-06, 8.20E-07, 3.0318, 0.5794, pflx_plaw, 1.054
GRB131018673, 13.312, 39.936, 2.73E-06, 1.60E-06, 2.2942, 0.5781, pflx_plaw, 0.968
GRB090423330, 3.072, 7.168, 8.16E-07, 4.36E-07, 2.2963, 0.5781, pflx_plaw, 1.089
GRB120506128, 1.28, 2.304, 2.87E-07, 1.57E-07, 2.8602, 0.5775, pflx_plaw, 0.965
GRB140105748, 0.384, 0.576, 1.30E-07, 7.15E-08, 3.5102, 0.5741, pflx_plaw, 0.99
GRB140627401, 3.584, 7.424, 9.00E-07, 3.79E-07, 4.143, 0.574, pflx_plaw, 0.989
GRB091117080, 96, 113.664, 3.68E-06, 1.85E-06, 3.3976, 0.574, pflx_plaw, 0.94
GRB100228873, 3.072, 8.704, 6.91E-07, 3.43E-07, 2.9968, 0.5739, pflx_plaw, 1.128
GRB120109824, 17.152, 38.656, 1.92E-06, 1.01E-06, 3.5829, 0.5734, pflx_plaw, 0.919
GRB150329288, 11.008, 28.928, 1.72E-06, 9.40E-07, 3.5615, 0.5732, pflx_plaw, 0.992
GRB081024245, 0.512, 0.832, 1.99E-07, 7.88E-08, 4.0727, 0.5717, pflx_plaw, 1.146
GRB141022061, 5.12, 11.52, 5.60E-07, 3.14E-07, 1.4897, 0.5712, pflx_plaw, 1.016
GRB100306199, 3.328, 7.168, 5.68E-07, 3.26E-07, 1.757, 0.5711, pflx_plaw, 0.921
GRB091017985, 16.64, 44.8, 2.15E-06, 1.15E-06, 3.3918, 0.5691, pflx_plaw, 0.985
GRB130906222, 3.584, 11.264, 6.27E-07, 3.48E-07, 2.1835, 0.568, pflx_plaw, 0.961
GRB090704783, 7.936, 19.456, 1.58E-06, 8.34E-07, 3.5165, 0.5651, pflx_plaw, 1.057
GRB100929315, 1.536, 4.608, 3.25E-07, 2.00E-07, 3.5852, 0.5644, pflx_plaw, 0.992
GRB140429975, 3.328, 9.216, 6.20E-07, 3.20E-07, 2.0766, 0.5643, pflx_plaw, 1.098
GRB140623224, 57.088, 111.104, 3.22E-06, 1.69E-06, 2.7381, 0.5639, pflx_plaw, 1.044
GRB111107035, 5.376, 12.032, 9.07E-07, 5.00E-07, 3.845, 0.563, pflx_plaw, 0.863
GRB141223240, 40.448, 94.208, 1.82E-06, 1.01E-06, 2.5581, 0.5609, pflx_plaw, 0.868
GRB110531448, 14.592, 38.656, 2.29E-06, 1.12E-06, 2.9614, 0.5605, pflx_plaw, 1.061
GRB110803783, 153.091, 186.883, 2.95E-06, 1.61E-06, 3.0475, 0.5597, pflx_plaw, 0.982
GRB100504806, 8.32, 16.512, 2.33E-06, 1.06E-06, 4.439, 0.5589, pflx_plaw, 0.912
GRB151024179, 1.792, 4.608, 2.79E-07, 1.56E-07, 2.0217, 0.558, pflx_plaw, 0.952
GRB150411026, 3.072, 15.36, 7.03E-07, 3.43E-07, 3.878, 0.5578, pflx_plaw, 0.883
GRB150318521, 34.048, 94.72, 4.33E-06, 2.25E-06, 2.817, 0.5568, pflx_plaw, 0.992
GRB141122875, 16.64, 30.72, 4.03E-06, 1.43E-06, 4.8542, 0.5551, pflx_plaw, 1.137
GRB140218427, 31.489, 53.505, 5.61E-06, 3.18E-06, 3.7507, 0.5541, pflx_plaw, 0.992
GRB111207512, 0.512, 0.768, 2.62E-07, 1.16E-07, 1.8421, 0.5524, pflx_plaw, 0.947
GRB150211239, 5.888, 18.432, 8.70E-07, 4.25E-07, 2.4084, 0.552, pflx_plaw, 1.05
