Helység megnevezése,KSH kódja,jogállása,Megye megnevezése,Járás kódja,Járás neve,Járás székhelye,Közös önkormányzati hivatal kódja,Közös önkormányzati hivatal székhelye,Terület  (hektár),Lakó-népesség,Lakások száma
Hernád,9849,nagyközség,Pest,1250.0,Dabasi,Dabas,1,–,2706,3996,1503
Hernádbűd,15839,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,6,Boldogkőváralja,591,128,82
Hernádcéce,9399,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,6,Boldogkőváralja,991,201,121
Hernádkak,24165,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,5,Gesztely,1090,1631,552
Hernádkércs,21829,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,6,Szikszó,741,290,133
Hernádnémeti,31200,nagyközség,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,2,Helyben – Locally,2876,3380,1216
Hernádpetri,24882,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Novajidrány,1708,223,106
Hernádszentandrás,17136,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Ináncs,704,420,150
Hernádszurdok,24970,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,6,Hidasnémeti,448,153,101
Hernádvécse,19840,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Novajidrány,1694,1113,287
Hernyék,19895,község,Zala,1940.0,Lenti,Lenti,6,Csömödér,1031,92,65
Hét,8004,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Serényfalva,371,468,205
Hetefejércse,5616,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Csaroda,1545,283,106
Hetes,9928,község,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,2663,1205,407
Hetvehely,7126,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,6,Szentlőrinc,2138,504,160
Hetyefő,15088,község,Veszprém,1880.0,Sümegi,Sümeg,6,Gógánfa,411,75,50
Heves,14526,város,Heves,1081.0,Hevesi,Heves,2,Helyben – Locally,9931,10475,4143
Hevesaranyos,10241,község,Heves,1040.0,Egri,Eger,5,Egerbakta,1702,589,269
Hevesvezekény,4084,község,Heves,1080.0,Hevesi,Heves,5,Átány,1978,629,305
Hévíz,3814,város,Zala,1930.0,Keszthelyi,Keszthely,1,–,830,4721,3734
Hévízgyörk,13949,község,Pest,1220.0,Aszódi,Aszód,1,–,2285,2982,1148
Hidas,6798,község,Baranya,290.0,Pécsváradi,Pécsvárad,1,–,1906,2030,808
Hidasnémeti,11697,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,2,Helyben – Locally,1607,1124,448
Hidegkút,20756,község,Veszprém,1910.0,Veszprémi,Veszprém,6,Tótvázsony,1358,400,187
Hidegség,23375,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,5,Hegykő,1682,393,163
Hidvégardó,25672,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,1699,534,280
Himesháza,27933,község,Baranya,270.0,Mohácsi,Mohács,2,Helyben – Locally,1754,1008,448
Himod,4020,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,6,Mihályi,2270,605,381
Hirics,3285,község,Baranya,300.0,Sellyei,Sellye,2,Helyben – Locally,1468,244,79
Hobol,33932,község,Baranya,330.0,Szigetvári,Szigetvár,5,Dencsháza,1827,964,346
Hodász,13019,nagyközség,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,2649,3417,1111
Hódmezővásárhely,8314,megyei jogú város,Csongrád,711.0,Hódmezővásárhelyi,Hódmezővásárhely,2,Helyben – Locally,48798,44401,20214
Hollád,6211,község,Somogy,1440.0,Marcali,Marcali,6,Balatonszentgyörgy,820,214,158
Hollóháza,31167,község,Borsod-Abaúj-Zemplén,650.0,Sátoraljaújhelyi,Sátoraljaújhely,5,Mikóháza,236,784,429
Hollókő,33242,község,Nógrád,1210.0,Szécsényi,Szécsény,6,Szécsény,518,332,226
Homokbödöge,27818,község,Veszprém,1870.0,Pápai,Pápa,6,Adásztevel,1615,672,295
Homokkomárom,24873,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,5,Hahót,1670,190,89
Homokmégy,27845,község,Bács-Kiskun,370.0,Kalocsai,Kalocsa,6,Hajós,7032,1292,713
Homokszentgyörgy,19150,község,Somogy,1400.0,Barcsi,Barcs,2,Helyben – Locally,4964,1073,481
Homorúd,29966,község,Baranya,270.0,Mohácsi,Mohács,5,Lánycsók,4473,578,395
Homrogd,21236,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,2,Helyben – Locally,1343,885,318
Hont,13204,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Drégelypalánk,2413,464,304
Horpács,13718,község,Nógrád,1190.0,Rétsági,Rétság,6,Nagyoroszi,672,164,92
Hort,4145,nagyközség,Heves,1070.0,Hatvani,Hatvan,1,–,4309,3602,1591
Hortobágy,4118,község,Hajdú-Bihar,930.0,Balmazújvárosi,Balmazújváros,5,Balmazújváros,28460,1449,625
Horváthertelend,23074,község,Baranya,330.0,Szigetvári,Szigetvár,6,Szentlászló,536,69,27
Horvátlövő,12733,község,Vas,1810.0,Szombathelyi,Szombathely,6,Pornóapáti,616,189,75
Horvátzsidány,16887,község,Vas,1780.0,Kőszegi,Kőszeg,2,Helyben – Locally,1217,806,332
Hosszúhetény,30836,község,Baranya,280.0,Pécsi,Pécs,1,–,4527,3360,1189
Hosszúpályi,6266,nagyközség,Hajdú-Bihar,960.0,Derecskei,Derecske,1,–,7918,5632,2062
Hosszúpereszteg,20880,község,Vas,1790.0,Sárvári,Sárvár,6,Gérce,3700,623,396
Hosszúvíz,30775,község,Somogy,1440.0,Marcali,Marcali,6,Mesztegnyő,710,46,32
Hosszúvölgy,11208,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,6,Hahót,360,154,76
Hosztót,7250,község,Veszprém,1880.0,Sümegi,Sümeg,6,Csabrendek,727,55,50
Hottó,28325,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentgyörgy,670,311,135
Hőgyész,26055,nagyközség,Tolna,1740.0,Tamási,Tamási,2,Helyben – Locally,3715,2819,1113
Hövej,10029,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,6,Veszkény,852,298,164
Hugyag,16878,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,5,Őrhalom,1090,846,328
Hunya,33297,község,Békés,470.0,Gyomaendrődi,Gyomaendrőd,6,Gyomaendrőd,3257,632,395
Hunyadfalva,34050,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,6,Nagykörű,535,171,101
Husztót,31431,község,Baranya,280.0,Pécsi,Pécs,6,Orfű,675,52,42
Ibafa,33066,község,Baranya,330.0,Szigetvári,Szigetvár,6,Szentlászló,2930,228,92
Iborfia,3188,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Gellénháza,259,9,17
Ibrány,25636,város,Szabolcs-Szatmár-Bereg,1511.0,Ibrányi,Ibrány,1,–,6039,6662,2396
Igal,11192,város,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,3606,1327,626
Igar,17738,község,Fejér,840.0,Sárbogárdi,Sárbogárd,5,Mezőszilas,4119,914,502
Igrici,25399,község,Borsod-Abaúj-Zemplén,590.0,Mezőcsáti,Mezőcsát,6,Tiszatarján,1947,1181,444
Iharos,19619,község,Somogy,1410.0,Csurgói,Csurgó,6,Iharosberény,2268,461,197
Iharosberény,27784,község,Somogy,1410.0,Csurgói,Csurgó,2,Helyben – Locally,4966,1270,482
Ikervár,11387,község,Vas,1790.0,Sárvári,Sárvár,2,Helyben – Locally,3534,1775,670
Iklad,3300,község,Pest,1220.0,Aszódi,Aszód,1,–,1121,1974,681
Iklanberény,29504,község,Vas,1780.0,Kőszegi,Kőszeg,6,Bük,296,36,38
Iklódbördőce,13921,község,Zala,1940.0,Lenti,Lenti,6,Csömödér,1230,278,137
Ikrény,20604,község,Győr-Moson-Sopron,870.0,Győri,Győr,6,Abda,1558,1824,623
Iliny,26833,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Őrhalom,646,157,90
Ilk,9654,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,2,Helyben – Locally,1456,1226,412
Illocska,31936,község,Baranya,310.0,Siklósi,Siklós,6,Nagyharsány,1510,254,96
Imola,16577,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Ragály,1812,85,69
Imrehegy,8095,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,6,Kecel,7031,710,322
Ináncs,8086,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,2,Helyben – Locally,1095,1208,416
Inárcs,32106,nagyközség,Pest,1250.0,Dabasi,Dabas,1,–,2253,4484,1606
Inke,26301,község,Somogy,1410.0,Csurgói,Csurgó,5,Iharosberény,5176,1152,431
Ipacsfa,29948,község,Baranya,310.0,Siklósi,Siklós,6,Kovácshida,601,195,83
Ipolydamásd,28097,község,Pest,1370.0,Szobi,Szob,6,Márianosztra,1160,354,197
Ipolyszög,1508,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Balassagyarmat,607,615,220
Ipolytarnóc,3328,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,5,Mihálygerge,1366,460,206
Ipolytölgyes,4978,község,Pest,1370.0,Szobi,Szob,6,Márianosztra,1366,424,124
Ipolyvece,29319,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,6,Drégelypalánk,1383,760,353
Iregszemcse,4701,község,Tolna,1740.0,Tamási,Tamási,1,–,5833,2621,1055
Irota,5005,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Borsodszirák,1234,72,58
Isaszeg,7807,város,Pest,1280.0,Gödöllői,Gödöllő,1,–,5483,11264,3876
Ispánk,7977,község,Vas,1770.0,Körmendi,Körmend,6,Őriszentpéter,692,109,63
Istenmezeje,10074,község,Heves,1090.0,Pétervásárai,Pétervására,2,Helyben – Locally,3279,1540,699
Istvándi,21333,község,Somogy,1400.0,Barcsi,Barcs,5,Darány,3030,581,184
Iszkaszentgyörgy,32018,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,2,Helyben – Locally,2627,1967,742
Iszkáz,28015,község,Veszprém,1860.0,Devecseri,Devecser,6,Tüskevár,1574,319,188
Isztimér,2200,község,Fejér,820.0,Móri,Mór,6,Kincsesbánya,5388,957,373
Ivád,13879,község,Heves,1090.0,Pétervásárai,Pétervására,6,Pétervására,1194,364,198
Iván,31635,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,2,Helyben – Locally,5474,1268,466
Ivánbattyán,3337,község,Baranya,310.0,Siklósi,Siklós,6,Újpetre,613,119,62
Ivánc,31680,község,Vas,1770.0,Körmendi,Körmend,2,Helyben – Locally,1714,693,225
Iváncsa,13462,község,Fejér,780.0,Dunaújvárosi,Dunaújváros,2,Helyben – Locally,2517,2730,1032
Ivándárda,3346,község,Baranya,270.0,Mohácsi,Mohács,6,Nagynyárád,767,215,104
Izmény,27711,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Bonyhád,1373,465,201
Izsák,21999,város,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,1,–,11376,5617,2763
Izsófalva,5591,nagyközség,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,5,Rudabánya,941,1726,625
Jágónak,9326,község,Tolna,1710.0,Dombóvári,Dombóvár,6,Döbrököz,1540,257,117
Ják,13958,község,Vas,1810.0,Szombathelyi,Szombathely,2,Helyben – Locally,4495,2593,940
Jakabszállás,17923,község,Bács-Kiskun,380.0,Kecskeméti,Kecskemét,1,–,7086,2582,1260
Jákfa,6406,község,Vas,1790.0,Sárvári,Sárvár,5,Rábapaty,2011,504,239
Jákfalva,20233,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Felsőnyárád,906,541,144
Jákó,15927,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Nagybajom,1669,644,245
Jánd,17075,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,5,Vásárosnamény,1654,773,281
Jánkmajtis,7843,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,2503,1724,648
Jánoshalma,9469,város,Bács-Kiskun,361.0,Jánoshalmai,Jánoshalma,1,–,13221,8530,4436
Jánosháza,11679,város,Vas,1760.0,Celldömölki,Celldömölk,2,Helyben – Locally,2341,2461,1076
Jánoshida,22859,község,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,1,–,3479,2374,1136
Jánossomorja,29221,város,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,2,Helyben – Locally,14894,6099,2211
Járdánháza,26657,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,2,Helyben – Locally,1124,1852,644
Jármi,17589,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,2,Helyben – Locally,1237,1300,502
Jásd,17437,község,Veszprém,1900.0,Várpalotai,Várpalota,6,Öskü,1028,700,341
Jászágó,22929,község,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,5,Jászfelsőszentgyörgy,3693,714,415
Jászalsószentgyörgy,30711,község,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,1,–,4767,3288,1560
Jászapáti,22202,város,Jász-Nagykun-Szolnok,1611.0,Jászapáti,Jászapáti,1,–,7816,8442,3657
Jászárokszállás,22105,város,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,1,–,7717,7756,3778
Jászberény,18209,város,Jász-Nagykun-Szolnok,1621.0,Jászberényi,Jászberény,1,–,22135,26235,12246
Jászboldogháza,15811,község,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,6,Jásztelek,5531,1684,816
Jászdózsa,17978,község,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,1,–,4286,2160,1136
Jászfelsőszentgyörgy,23579,község,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,2,Helyben – Locally,3928,1878,784
Jászfényszaru,23339,város,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,2,Helyben – Locally,7616,5606,2663
Jászivány,24086,község,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,5,Jászszentandrás,3951,356,217
Jászjákóhalma,25186,község,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,1,–,4504,2888,1369
Jászkarajenő,11004,község,Pest,1240.0,Ceglédi,Cegléd,1,–,6515,2673,1390
Jászkisér,22798,város,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,1,–,13011,5349,2220
Jászladány,21111,nagyközség,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,1,–,9273,5507,2301
Jászszentandrás,13514,község,Jász-Nagykun-Szolnok,1610.0,Jászapáti,Jászapáti,2,Helyben – Locally,4433,2411,1538
Jászszentlászló,8378,község,Bács-Kiskun,420.0,Kiskunmajsai,Kiskunmajsa,2,Helyben – Locally,6034,2464,1252
Jásztelek,23135,község,Jász-Nagykun-Szolnok,1620.0,Jászberényi,Jászberény,2,Helyben – Locally,4115,1618,709
Jéke,13143,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,6,Tornyospálca,632,766,270
Jenő,15972,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,6,Füle,556,1256,531
Jobaháza,6646,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,6,Rábatamási,806,559,188
Jobbágyi,8712,község,Nógrád,1180.0,Pásztói,Pásztó,1,–,1784,2086,861
Jósvafő,15680,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Aggtelek,2155,216,175
Juta,17279,község,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,1923,1121,427
Kaba,2307,város,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,1,–,9504,5807,2385
Kacorlak,22965,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,6,Gelse,760,197,90
Kács,32993,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Bükkábrány,1670,439,335
Kacsóta,4297,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,6,Szentlőrinc,951,262,100
Kadarkút,26453,város,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,3974,2418,960
Kajárpéc,12113,község,Győr-Moson-Sopron,870.0,Győri,Győr,2,Helyben – Locally,3189,1272,575
Kajászó,21342,község,Fejér,810.0,Martonvásári,Martonvásár,5,Vál,2398,1058,410
Kajdacs,14100,község,Tolna,1720.0,Paksi,Paks,6,Nagydorog,3773,1241,526
Kakasd,2033,község,Tolna,1700.0,Bonyhádi,Bonyhád,2,Helyben – Locally,2079,1643,618
Kákics,6415,község,Baranya,300.0,Sellyei,Sellye,6,Sellye,1489,197,89
Kakucs,32230,község,Pest,1250.0,Dabasi,Dabas,1,–,2180,2949,1047
Kál,32179,nagyközség,Heves,1050.0,Füzesabonyi,Füzesabony,1,–,3481,3457,1358
Kalaznó,23791,község,Tolna,1740.0,Tamási,Tamási,6,Hőgyész,1835,120,101
Káld,29957,község,Vas,1790.0,Sárvári,Sárvár,6,Nyőgér,4244,1046,480
Kálló,8642,község,Nógrád,1180.0,Pásztói,Pásztó,2,Helyben – Locally,3697,1495,531
Kallósd,5537,község,Zala,1980.0,Zalaszentgróti,Zalaszentgrót,6,Kehidakustány,541,92,72
Kállósemjén,31404,nagyközség,Szabolcs-Szatmár-Bereg,1550.0,Nagykállói,Nagykálló,1,–,5452,3571,1531
Kálmáncsa,6105,község,Somogy,1400.0,Barcsi,Barcs,5,Homokszentgyörgy,4885,609,245
Kálmánháza,27225,község,Szabolcs-Szatmár-Bereg,1570.0,Nyíregyházi,Nyíregyháza,2,Helyben – Locally,3724,1830,748
Kálócfa,21500,község,Zala,1940.0,Lenti,Lenti,6,Zalabaksa,1021,160,91
Kalocsa,6442,város,Bács-Kiskun,371.0,Kalocsai,Kalocsa,1,–,5318,15986,7800
Káloz,16683,község,Fejér,850.0,Székesfehérvári,Székesfehérvár,2,Helyben – Locally,4779,2340,893
Kám,4640,község,Vas,1820.0,Vasvári,Vasvár,2,Helyben – Locally,1530,410,199
Kamond,19141,község,Veszprém,1860.0,Devecseri,Devecser,6,Csögle,2050,427,168
Kamut,4279,község,Békés,450.0,Békési,Békés,2,Helyben – Locally,6048,995,520
Kánó,7764,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,6,Aggtelek,1378,167,90
Kántorjánosi,2671,község,Szabolcs-Szatmár-Bereg,1540.0,Mátészalkai,Mátészalka,1,–,4162,2115,867
Kány,25742,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Krasznokvajda,921,45,49
Kánya,5272,község,Somogy,1470.0,Tabi,Tab,6,Kapoly,1452,411,213
Kányavár,4473,község,Zala,1940.0,Lenti,Lenti,6,Páka,420,120,82
Kapolcs,14553,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Monostorapáti,1398,385,210
Kápolna,15307,község,Heves,1050.0,Füzesabonyi,Füzesabony,2,Helyben – Locally,2151,1455,566
Kápolnásnyék,21926,község,Fejér,800.0,Gárdonyi,Gárdony,2,Helyben – Locally,4150,3621,1561
Kapoly,33394,község,Somogy,1470.0,Tabi,Tab,2,Helyben – Locally,2237,679,333
Kaposfő,9098,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Juta,2726,1576,588
Kaposgyarmat,28811,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Baté,1107,87,36
Kaposhomok,25867,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Baté,1148,470,143
Kaposkeresztúr,12663,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Baté,1980,343,132
Kaposmérő,18227,község,Somogy,1430.0,Kaposvári,Kaposvár,2,Helyben – Locally,1398,2427,864
Kapospula,23296,község,Tolna,1710.0,Dombóvári,Dombóvár,5,Attala,1980,840,359
Kaposújlak,15732,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Kaposmérő,893,725,272
Kaposvár,20473,"megyeszékhely, megyei jogú város",Somogy,1431.0,Kaposvári,Kaposvár,1,–,11359,63186,29218
Kaposszekcső,18962,község,Tolna,1710.0,Dombóvári,Dombóvár,6,Döbrököz,1562,1493,640
Kaposszerdahely,6424,község,Somogy,1430.0,Kaposvári,Kaposvár,5,Bárdudvarnok,885,929,353
Káptalanfa,14270,község,Veszprém,1880.0,Sümegi,Sümeg,5,Sümeg,3371,796,321
Káptalantóti,5634,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Szigliget,1173,470,200
Kapuvár,28334,város,Győr-Moson-Sopron,881.0,Kapuvári,Kapuvár,1,–,9605,10431,4421
Kára,5351,község,Somogy,1470.0,Tabi,Tab,6,Törökkoppány,537,45,45
Karácsond,5935,község,Heves,1060.0,Gyöngyösi,Gyöngyös,1,–,3160,2903,1269
Karád,5263,község,Somogy,1420.0,Fonyódi,Fonyód,2,Helyben – Locally,5238,1532,840
Karakó,10913,község,Vas,1760.0,Celldömölki,Celldömölk,6,Jánosháza,1035,180,106
Karakószörcsök,8749,község,Veszprém,1860.0,Devecseri,Devecser,6,Csögle,711,262,130
Karancsalja,18625,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,2,Helyben – Locally,1254,1512,638
Karancsberény,25548,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,6,Karancslapujtő,2314,846,388
Karancskeszi,8855,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,5,Karancsalja,3168,1858,807
Karancslapujtő,21041,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,2,Helyben – Locally,1935,2543,1044
Karancsság,26897,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,6,Ságújfalu,2139,1266,420
Kárász,5999,község,Baranya,260.0,Komlói,Komló,6,Egyházaskozár,802,321,151
Karcag,4923,város,Jász-Nagykun-Szolnok,1631.0,Karcagi,Karcag,1,–,36863,20025,8196
Karcsa,21218,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,2,Helyben – Locally,4369,1813,659
Kardos,24794,község,Békés,520.0,Szarvasi,Szarvas,5,Kondoros,4279,638,366
Kardoskút,12177,község,Békés,500.0,Orosházi,Orosháza,6,Csanádapáca,7658,877,414
Karmacs,18041,község,Zala,1930.0,Keszthelyi,Keszthely,2,Helyben – Locally,1422,799,357
Károlyháza,34351,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,6,Kimle,1125,524,163
Karos,30508,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,6,Karcsa,1532,482,206
Kartal,30696,nagyközség,Pest,1220.0,Aszódi,Aszód,2,Helyben – Locally,2911,5606,1912
Kásád,17464,község,Baranya,310.0,Siklósi,Siklós,6,Beremend,1329,281,133
Kaskantyú,30605,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,6,Tabdi,5828,988,525
Kastélyosdombó,8411,község,Somogy,1400.0,Barcsi,Barcs,5,Darány,1308,277,104
Kaszaper,22752,község,Békés,490.0,Mezőkovácsházai,Mezőkovácsháza,2,Helyben – Locally,3357,1878,875
Kaszó,34193,község,Somogy,1450.0,Nagyatádi,Nagyatád,6,Somogyszob,2248,96,66
Katádfa,6965,község,Baranya,330.0,Szigetvári,Szigetvár,5,Dencsháza,439,147,60
Katafa,26620,község,Vas,1770.0,Körmendi,Körmend,6,Nádasd,481,334,163
Kátoly,19132,község,Baranya,290.0,Pécsváradi,Pécsvárad,6,Erzsébet,875,279,144
Katymár,11280,község,Bács-Kiskun,340.0,Bácsalmási,Bácsalmás,2,Helyben – Locally,7109,1762,904
Káva,27827,község,Pest,1300.0,Monori,Monor,6,Vasad,1131,658,293
Kávás,32063,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentgyörgy,664,261,99
Kazár,28389,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,2,Helyben – Locally,3039,1785,775
Kazincbarcika,6691,város,Borsod-Abaúj-Zemplén,581.0,Kazincbarcikai,Kazincbarcika,1,–,3664,27078,12816
Kázsmárk,13374,község,Borsod-Abaúj-Zemplén,670.0,Szikszói,Szikszó,2,Helyben – Locally,1248,974,268
Kazsok,26888,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Igal,1071,319,125
Kecel,19789,város,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,2,Helyben – Locally,11448,8445,3820
Kecskéd,4525,község,Komárom-Esztergom,1130.0,Oroszlányi,Oroszlány,1,–,1108,1990,711
Kecskemét,26684,"megyeszékhely, megyei jogú város",Bács-Kiskun,381.0,Kecskeméti,Kecskemét,1,–,32257,111724,50337
Kehidakustány,32902,község,Zala,1980.0,Zalaszentgróti,Zalaszentgrót,2,Helyben – Locally,1975,1180,635
Kék,28431,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,2,Helyben – Locally,2199,1928,659
Kékcse,14359,község,Szabolcs-Szatmár-Bereg,1530.0,Kisvárdai,Kisvárda,5,Kisvárda,1823,1519,492
Kéked,15264,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,5,Telkibánya,1301,171,132
Kékesd,16805,község,Baranya,290.0,Pécsváradi,Pécsvárad,6,Erzsébet,811,163,93
Kékkút,26037,község,Veszprém,1890.0,Tapolcai,Tapolca,6,Kővágóörs,368,70,42
Kelebia,27571,község,Bács-Kiskun,410.0,Kiskunhalasi,Kiskunhalas,1,–,6670,2469,1261
Keléd,32036,község,Vas,1760.0,Celldömölki,Celldömölk,6,Jánosháza,872,88,51
Kelemér,12034,község,Borsod-Abaúj-Zemplén,630.0,Putnoki,Putnok,5,Aggtelek,1881,506,176
Kéleshalom,18166,község,Bács-Kiskun,360.0,Jánoshalmai,Jánoshalma,6,Borota,6163,439,281
Kelevíz,17446,község,Somogy,1440.0,Marcali,Marcali,6,Mesztegnyő,491,325,127
Kemecse,19992,város,Szabolcs-Szatmár-Bereg,1521.0,Kemecsei,Kemecse,2,Helyben – Locally,3894,4811,1672
